ReturnId,AY,ParentCompany,CompanyName,CompanyLocation,EventName,AuthorityName,Ground,Income,Assessed Income,Difference,ContingentLiability,WinProbability
6002,2013-2014,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Preliminary Expenses,120,135,15,Possible,high chances of winning
6003,2013-2014,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Preliminary Expenses,120,135,15,Possible,low chances of winning
6004,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Preliminary Expenses,120,135,15,Possible,moderate chances of winning 
6005,2013-2014,Sam group,Consulting,Delhi,Appeal filed,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
6006,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
6007,2013-2014,Sam group,Consulting,Delhi,Appeal filed,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
6008,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
6009,2014-2015,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
6010,2014-2015,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,200,240,40,Remote,high chances of winning
6011,2014-2015,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,200,240,40,Remote,moderate chances of winning 
6012,2014-2015,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,200,240,40,Remote,high chances of winning
6013,2015-2016,Sam group,Consulting,Delhi,Return Filed,self,No Ground,240,NA,0,NA,low chances of winning
6014,2016-2017,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,low chances of winning
6015,2016-2017,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,200,225,25,Probable,high chances of winning
6016,2016-2017,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
6017,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
6018,2016-2017,Sam group,Consulting,Delhi,Appeal filed,ITAT,Addition to capital gains,200,225,25,Probable,high chances of winning
6019,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Addition to capital gains,200,225,25,Probable,moderate chances of winning 
6020,2017-2018,Sam group,Consulting,Delhi,Return Filed,self,No Ground,220,NA,0,NA,low chances of winning
6021,2017-2018,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
6022,2017-2018,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,220,228,8,Possible,high chances of winning
6023,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
6024,2017-2018,Sam group,Consulting,Delhi,Appeal filed,ITAT,Bond Issue Expenses,220,228,8,Possible,low chances of winning
6025,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6026,2017-2018,Sam group,Consulting,Delhi,Appeal filed,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6027,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6028,2017-2018,Sam group,Consulting,Delhi,Appeal filed,Supreme Court,Bond Issue Expenses,220,228,8,Possible,low chances of winning
6029,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,Supreme Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6030,2013-2014,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,117,NA,0,NA,high chances of winning
6031,2014-2015,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,152,NA,0,NA,moderate chances of winning 
6032,2015-2016,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,231,NA,0,NA,low chances of winning
6033,2016-2017,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
6034,2017-2018,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,205,NA,0,NA,low chances of winning
6035,2013-2014,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
6036,2014-2015,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
6037,2015-2016,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,low chances of winning
6038,2016-2017,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,149,NA,0,NA,moderate chances of winning 
6039,2017-2018,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,201,NA,0,NA,low chances of winning
6040,2017-2018,Sam group,Strategy And Operations,Delhi,Assessment order Received,Assessing officer,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6041,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6042,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6043,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,ITAT,Interest on income tax refund,201,220,19,Possible,low chances of winning
6044,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,ITAT,Interest on income tax refund,201,220,19,Possible,high chances of winning
6045,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,High Court,Interest on income tax refund,201,220,19,Possible,low chances of winning
6046,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,High Court,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6047,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
6048,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
6049,2013-2014,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,100,NA,0,NA,moderate chances of winning 
6050,2014-2015,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,120,NA,0,NA,moderate chances of winning 
6051,2014-2015,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,120,140,20,Probable,low chances of winning
6052,2014-2015,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,120,140,20,Probable,high chances of winning
6053,2014-2015,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,120,140,20,Probable,low chances of winning
6054,2015-2016,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
6055,2016-2017,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
6056,2017-2018,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,130,NA,0,NA,high chances of winning
6057,2017-2018,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,130,147,17,Possible,high chances of winning
6058,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Addition to capital gains,130,147,17,Possible,moderate chances of winning 
6059,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,130,147,17,Possible,high chances of winning
6060,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,ITAT,Addition to capital gains,130,147,17,Possible,high chances of winning
6061,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,ITAT,Addition to capital gains,130,147,17,Possible,low chances of winning
6062,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
6063,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
6064,2013-2014,Sam group,Consulting,Delhi,Return Filed,self,No Ground,120,NA,0,NA,low chances of winning
6065,2013-2014,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Preliminary Expenses,120,135,15,Possible,high chances of winning
6066,2013-2014,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Preliminary Expenses,120,135,15,Possible,low chances of winning
6067,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Preliminary Expenses,120,135,15,Possible,moderate chances of winning 
6068,2013-2014,Sam group,Consulting,Delhi,Appeal filed,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
6069,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
6070,2013-2014,Sam group,Consulting,Delhi,Appeal filed,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
6071,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
6072,2014-2015,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
6073,2014-2015,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,200,240,40,Remote,high chances of winning
6074,2014-2015,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,200,240,40,Remote,moderate chances of winning 
6075,2014-2015,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,200,240,40,Remote,high chances of winning
6076,2015-2016,Sam group,Consulting,Delhi,Return Filed,self,No Ground,240,NA,0,NA,low chances of winning
6077,2016-2017,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,low chances of winning
6078,2016-2017,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,200,225,25,Probable,high chances of winning
6079,2016-2017,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
6080,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
6081,2016-2017,Sam group,Consulting,Delhi,Appeal filed,ITAT,Addition to capital gains,200,225,25,Probable,high chances of winning
6082,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Addition to capital gains,200,225,25,Probable,moderate chances of winning 
6083,2017-2018,Sam group,Consulting,Delhi,Return Filed,self,No Ground,220,NA,0,NA,low chances of winning
6084,2017-2018,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
6085,2017-2018,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,220,228,8,Possible,high chances of winning
6086,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
6087,2017-2018,Sam group,Consulting,Delhi,Appeal filed,ITAT,Bond Issue Expenses,220,228,8,Possible,low chances of winning
6088,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6089,2017-2018,Sam group,Consulting,Delhi,Appeal filed,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6090,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6091,2017-2018,Sam group,Consulting,Delhi,Appeal filed,Supreme Court,Bond Issue Expenses,220,228,8,Possible,low chances of winning
6092,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,Supreme Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6093,2013-2014,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,117,NA,0,NA,high chances of winning
6094,2014-2015,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,152,NA,0,NA,moderate chances of winning 
6095,2015-2016,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,231,NA,0,NA,low chances of winning
6096,2016-2017,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
6097,2017-2018,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,205,NA,0,NA,low chances of winning
6098,2013-2014,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
6099,2014-2015,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
6100,2015-2016,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,low chances of winning
6101,2016-2017,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,149,NA,0,NA,moderate chances of winning 
6102,2017-2018,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,201,NA,0,NA,low chances of winning
6103,2017-2018,Sam group,Strategy And Operations,Delhi,Assessment order Received,Assessing officer,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6104,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6105,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6106,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,ITAT,Interest on income tax refund,201,220,19,Possible,low chances of winning
6107,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,ITAT,Interest on income tax refund,201,220,19,Possible,high chances of winning
6108,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,High Court,Interest on income tax refund,201,220,19,Possible,low chances of winning
6109,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,High Court,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6110,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
6111,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
6112,2013-2014,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,100,NA,0,NA,moderate chances of winning 
6113,2014-2015,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,120,NA,0,NA,moderate chances of winning 
6114,2014-2015,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,120,140,20,Probable,low chances of winning
6115,2014-2015,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,120,140,20,Probable,high chances of winning
6116,2014-2015,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,120,140,20,Probable,low chances of winning
6117,2015-2016,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
6118,2016-2017,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
6119,2017-2018,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,130,NA,0,NA,high chances of winning
6120,2017-2018,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,130,147,17,Possible,high chances of winning
6121,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Addition to capital gains,130,147,17,Possible,moderate chances of winning 
6122,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,130,147,17,Possible,high chances of winning
6123,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,ITAT,Addition to capital gains,130,147,17,Possible,high chances of winning
6124,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,ITAT,Addition to capital gains,130,147,17,Possible,low chances of winning
6125,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
6126,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
6127,2013-2014,Sam group,Consulting,Delhi,Return Filed,self,No Ground,120,NA,0,NA,low chances of winning
6128,2013-2014,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Preliminary Expenses,120,135,15,Possible,high chances of winning
6129,2013-2014,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Preliminary Expenses,120,135,15,Possible,low chances of winning
6130,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Preliminary Expenses,120,135,15,Possible,moderate chances of winning 
6131,2013-2014,Sam group,Consulting,Delhi,Appeal filed,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
6132,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
6133,2013-2014,Sam group,Consulting,Delhi,Appeal filed,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
6134,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
6135,2014-2015,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
6136,2014-2015,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,200,240,40,Remote,high chances of winning
6137,2014-2015,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,200,240,40,Remote,moderate chances of winning 
6138,2014-2015,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,200,240,40,Remote,high chances of winning
6139,2015-2016,Sam group,Consulting,Delhi,Return Filed,self,No Ground,240,NA,0,NA,low chances of winning
6140,2016-2017,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,low chances of winning
6141,2016-2017,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,200,225,25,Probable,high chances of winning
6142,2016-2017,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
6143,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
6144,2016-2017,Sam group,Consulting,Delhi,Appeal filed,ITAT,Addition to capital gains,200,225,25,Probable,high chances of winning
6145,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Addition to capital gains,200,225,25,Probable,moderate chances of winning 
6146,2017-2018,Sam group,Consulting,Delhi,Return Filed,self,No Ground,220,NA,0,NA,low chances of winning
6147,2017-2018,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
6148,2017-2018,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,220,228,8,Possible,high chances of winning
6149,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
6150,2017-2018,Sam group,Consulting,Delhi,Appeal filed,ITAT,Bond Issue Expenses,220,228,8,Possible,low chances of winning
6151,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6152,2017-2018,Sam group,Consulting,Delhi,Appeal filed,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6153,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6154,2017-2018,Sam group,Consulting,Delhi,Appeal filed,Supreme Court,Bond Issue Expenses,220,228,8,Possible,low chances of winning
6155,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,Supreme Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6156,2013-2014,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,117,NA,0,NA,high chances of winning
6157,2014-2015,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,152,NA,0,NA,moderate chances of winning 
6158,2015-2016,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,231,NA,0,NA,low chances of winning
6159,2016-2017,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
6160,2017-2018,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,205,NA,0,NA,low chances of winning
6161,2013-2014,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
6162,2014-2015,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
6163,2015-2016,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,140,NA,0,NA,low chances of winning
6164,2016-2017,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,149,NA,0,NA,moderate chances of winning 
6165,2017-2018,Sam group,Strategy And Operations,Delhi,Return Filed,self,No Ground,201,NA,0,NA,low chances of winning
6166,2017-2018,Sam group,Strategy And Operations,Delhi,Assessment order Received,Assessing officer,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6167,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6168,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,CIT(A),Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6169,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,ITAT,Interest on income tax refund,201,220,19,Possible,low chances of winning
6170,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,ITAT,Interest on income tax refund,201,220,19,Possible,high chances of winning
6171,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,High Court,Interest on income tax refund,201,220,19,Possible,low chances of winning
6172,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,High Court,Interest on income tax refund,201,220,19,Possible,moderate chances of winning 
6173,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal filed,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
6174,2017-2018,Sam group,Strategy And Operations,Delhi,Appeal Order Received,Supreme Court,Interest on income tax refund,201,220,19,Possible,high chances of winning
6175,2013-2014,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,100,NA,0,NA,moderate chances of winning 
6176,2014-2015,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,120,NA,0,NA,moderate chances of winning 
6177,2014-2015,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,120,140,20,Probable,low chances of winning
6178,2014-2015,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,120,140,20,Probable,high chances of winning
6179,2014-2015,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,120,140,20,Probable,low chances of winning
6180,2015-2016,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,140,NA,0,NA,moderate chances of winning 
6181,2016-2017,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,80,NA,0,NA,high chances of winning
6182,2017-2018,Sam group,Tax Services,Delhi,Return Filed,self,No Ground,130,NA,0,NA,high chances of winning
6183,2017-2018,Sam group,Tax Services,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,130,147,17,Possible,high chances of winning
6184,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,CIT(A),Addition to capital gains,130,147,17,Possible,moderate chances of winning 
6185,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,130,147,17,Possible,high chances of winning
6186,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,ITAT,Addition to capital gains,130,147,17,Possible,high chances of winning
6187,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,ITAT,Addition to capital gains,130,147,17,Possible,low chances of winning
6188,2017-2018,Sam group,Tax Services,Delhi,Appeal filed,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
6189,2017-2018,Sam group,Tax Services,Delhi,Appeal Order Received,High Court,Addition to capital gains,130,147,17,Possible,low chances of winning
6190,2013-2014,Sam group,Consulting,Delhi,Return Filed,self,No Ground,120,NA,0,NA,low chances of winning
6191,2013-2014,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Preliminary Expenses,120,135,15,Possible,high chances of winning
6192,2013-2014,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Preliminary Expenses,120,135,15,Possible,low chances of winning
6193,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Preliminary Expenses,120,135,15,Possible,moderate chances of winning 
6194,2013-2014,Sam group,Consulting,Delhi,Appeal filed,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
6195,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Preliminary Expenses,120,135,15,Possible,high chances of winning
6196,2013-2014,Sam group,Consulting,Delhi,Appeal filed,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
6197,2013-2014,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Preliminary Expenses,120,135,15,Possible,low chances of winning
6198,2014-2015,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,high chances of winning
6199,2014-2015,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,200,240,40,Remote,high chances of winning
6200,2014-2015,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,200,240,40,Remote,moderate chances of winning 
6201,2014-2015,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,200,240,40,Remote,high chances of winning
6202,2015-2016,Sam group,Consulting,Delhi,Return Filed,self,No Ground,240,NA,0,NA,low chances of winning
6203,2016-2017,Sam group,Consulting,Delhi,Return Filed,self,No Ground,200,NA,0,NA,low chances of winning
6204,2016-2017,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Addition to capital gains,200,225,25,Probable,high chances of winning
6205,2016-2017,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
6206,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Addition to capital gains,200,225,25,Probable,low chances of winning
6207,2016-2017,Sam group,Consulting,Delhi,Appeal filed,ITAT,Addition to capital gains,200,225,25,Probable,high chances of winning
6208,2016-2017,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Addition to capital gains,200,225,25,Probable,moderate chances of winning 
6209,2017-2018,Sam group,Consulting,Delhi,Return Filed,self,No Ground,220,NA,0,NA,low chances of winning
6210,2017-2018,Sam group,Consulting,Delhi,Assessment order Received,Assessing officer,Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
6211,2017-2018,Sam group,Consulting,Delhi,Appeal filed,CIT(A),Bond Issue Expenses,220,228,8,Possible,high chances of winning
6212,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,CIT(A),Bond Issue Expenses,220,228,8,Possible,moderate chances of winning 
6213,2017-2018,Sam group,Consulting,Delhi,Appeal filed,ITAT,Bond Issue Expenses,220,228,8,Possible,low chances of winning
6214,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,ITAT,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6215,2017-2018,Sam group,Consulting,Delhi,Appeal filed,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6216,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,High Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6217,2017-2018,Sam group,Consulting,Delhi,Appeal filed,Supreme Court,Bond Issue Expenses,220,228,8,Possible,low chances of winning
6218,2017-2018,Sam group,Consulting,Delhi,Appeal Order Received,Supreme Court,Bond Issue Expenses,220,228,8,Possible,high chances of winning
6219,2013-2014,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,117,NA,0,NA,high chances of winning
6220,2014-2015,Sam group,Risk Advisory,Delhi,Return Filed,self,No Ground,152,NA,0,NA,moderate chances of winning 
